,COLE_NOMBRE_ESTABLECIMIENTO,COLE_NATURALEZA,COLE_AREA_UBICACION,COLE_DEPTO_UBICACION,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,FAMI_NUMLIBROS,conectividad,alimentacion,ESTU_HORASSEMANATRABAJA,PUNT_GLOBAL
0,ACAD AMERICANA DE SISTEMAS Y COMERCIO,1,1,BOGOTÁ,0.0,1.9090909090909092,3.3636363636363638,0.2727272727272727,0.2727272727272727,3.5454545454545454,5.454545454545454,30.0,0.7272727272727273,0.5454545454545454,0.18181818181818182,207.36363636363637
1,ACAD CENTRAL DE SISTEMAS ACSI,1,1,BOGOTÁ,0.0,2.8,3.2,0.6,0.5,5.1,9.9,47.0,1.0,0.9,0.4,231.1
2,ACAD PANTANO DE VARGAS,1,1,CUNDINAMARCA,0.0,3.3125,3.75,0.5,0.875,4.3125,10.96875,45.46875,0.96875,0.9375,0.78125,266.84375
3,ACADEMIA ACADEMIA SAM,1,1,VALLE,0.0,2.5555555555555554,4.333333333333333,0.3333333333333333,0.6666666666666666,3.0,9.666666666666666,36.666666666666664,1.0,0.6666666666666666,0.6666666666666666,241.11111111111111
4,ACADEMIA CIAL DE LOS ANDES,1,1,NORTE SANTANDER,0.0,2.3066666666666666,4.12,0.7466666666666667,0.8133333333333334,5.4,12.56,32.733333333333334,0.9333333333333333,0.76,0.7333333333333333,256.36
5,ACADEMIA COLOMBIANA DE ENSEÑANZA,1,1,VALLE,0.0,2.0793650793650795,3.888888888888889,0.3333333333333333,0.4126984126984127,4.095238095238095,9.333333333333334,22.3015873015873,0.7936507936507936,0.5238095238095238,0.5079365079365079,215.52380952380952
6,ACADEMIA CORPETROL,1,1,HUILA,0.0,2.0,3.5454545454545454,0.18181818181818182,0.2727272727272727,2.4545454545454546,4.909090909090909,27.272727272727273,0.5454545454545454,0.45454545454545453,0.18181818181818182,217.9090909090909
7,ACADEMIA DE CIENCIAS DE COLOMBIA AKADEMOS,1,1,VALLE,0.0,3.4,4.466666666666667,0.7333333333333333,0.8,3.8,14.0,43.666666666666664,0.9333333333333333,1.0,0.6,239.0
8,ACADEMIA E INSTITUTO CAMPAÑA LIBERTADORA,1,1,META,0.0,2.5,5.666666666666667,0.5,0.5,6.5,13.0,50.0,1.0,1.0,0.8333333333333334,272.0
9,ACADEMIA GENERAL CARLOS JULIO GIL COLORADO,1,1,VALLE,0.0,2.4210526315789473,3.9473684210526314,0.5263157894736842,0.7368421052631579,3.789473684210526,8.526315789473685,26.57894736842105,0.7368421052631579,0.631578947368421,0.631578947368421,268.36842105263156
10,ACADEMIA GUSTAVO ROJAS PINILLAS,1,1,CORDOBA,0.04,2.32,3.64,0.8,0.8,4.56,13.44,27.0,0.96,0.64,0.8,259.6
11,ACADEMIA INTERNACIONAL DE ESTUDIOS TECNICOS AIES,1,1,MAGDALENA,0.0,3.0,3.0,0.0,0.0,18.0,18.0,10.0,1.0,1.0,0.0,230.0
12,ACADEMIA MILITAR GENERAL CUSTODIO GARCIA ROVIRA,1,1,CALDAS,0.0,3.3125,3.375,0.8125,0.875,5.0625,13.3125,42.8125,0.9375,1.0,0.8125,276.25
13,ACADEMIA MILITAR GENERAL JOSE ANTONIO ANZOATEGUI,1,1,HUILA,0.0,2.6486486486486487,3.4864864864864864,0.8108108108108109,0.8918918918918919,3.891891891891892,8.432432432432432,32.83783783783784,1.0,0.7567567567567568,0.7297297297297297,255.56756756756758
14,ACADEMIA MILITAR GRAL TOMAS CIPRIANO DE MOSQUERA,1,1,CAUCA,0.058823529411764705,2.2941176470588234,3.7058823529411766,0.6470588235294118,0.8823529411764706,8.470588235294118,9.882352941176471,47.64705882352941,1.0,0.7647058823529411,1.0,308.52941176470586
15,ACADEMIA MILITAR GUSTAVO MATAMOROS D COSTA,1,1,CAUCA,0.0,2.3,3.7,0.7,0.75,3.45,10.2,23.0,0.95,0.7,0.9,258.3
16,ACADEMIA MILITAR JOSE ANTONIO PAEZ,1,1,CASANARE,0.0,2.6666666666666665,3.0,0.5555555555555556,0.7777777777777778,3.0,8.333333333333334,32.22222222222222,0.8888888888888888,0.7777777777777778,0.8888888888888888,282.77777777777777
17,ACADEMIA MILITAR JOSE ANTONIO PAEZ,1,1,META,0.0,2.6923076923076925,3.3076923076923075,0.46153846153846156,0.6153846153846154,6.0,13.153846153846153,45.76923076923077,1.0,0.8461538461538461,0.46153846153846156,259.3076923076923
18,ACADEMIA MILITAR MARISCAL SUCRE,1,0,BOGOTÁ,0.0,3.0384615384615383,3.6923076923076925,0.7115384615384616,0.8461538461538461,3.4615384615384617,11.423076923076923,45.19230769230769,0.9807692307692307,0.8076923076923077,0.7115384615384616,273.86538461538464
19,ACADEMIA POLITECNICA INTERACTIVA,1,1,ANTIOQUIA,0.0,2.5714285714285716,3.2857142857142856,0.5714285714285714,0.6071428571428571,2.892857142857143,9.321428571428571,24.821428571428573,0.8214285714285714,0.6428571428571429,0.6071428571428571,215.03571428571428
20,ACADEMICO,0,1,VALLE,0.0,2.216867469879518,3.3855421686746987,0.3493975903614458,0.4457831325301205,4.789156626506024,10.391566265060241,22.620481927710845,0.7771084337349398,0.6024096385542169,0.6626506024096386,235.12048192771084
21,ADVENTISTA DE QUIBDO BOLIVAR ESCANDON,1,1,CHOCO,0.8666666666666667,2.2,4.466666666666667,0.6666666666666666,0.7333333333333333,6.2,8.8,43.333333333333336,0.6,0.5333333333333333,0.8666666666666667,245.46666666666667
22,AGRICOLA DE TOMARRAZON,0,0,LA GUAJIRA,0.967741935483871,2.096774193548387,5.580645161290323,0.5483870967741935,0.5161290322580645,4.838709677419355,6.290322580645161,25.0,0.3548387096774194,0.3870967741935484,0.5483870967741935,199.61290322580646
23,AGROECOLOGICO AMAZONICO BUINAIMA,0,1,CAQUETA,0.0,1.2222222222222223,4.155555555555556,0.13333333333333333,0.17777777777777778,4.2,6.266666666666667,14.444444444444445,0.15555555555555556,0.2222222222222222,0.5111111111111111,230.77777777777777
24,AGUSTIN CODAZZI,0,1,HUILA,0.0,1.5576923076923077,4.115384615384615,0.3269230769230769,0.4807692307692308,4.4423076923076925,7.673076923076923,24.423076923076923,0.7115384615384616,0.5769230769230769,0.40384615384615385,258.1923076923077
25,AIPECITO,0,0,HUILA,0.0,1.9166666666666667,4.5,0.125,0.125,3.5,4.375,23.125,0.4166666666666667,0.2916666666666667,0.4166666666666667,211.125
26,ALEJANDRO DE HUMBOLDT,0,1,CAUCA,0.15584415584415584,1.7662337662337662,4.220779220779221,0.35064935064935066,0.42857142857142855,5.883116883116883,7.0519480519480515,28.246753246753247,0.6493506493506493,0.4675324675324675,0.5584415584415584,265.7402597402597
27,ALFEREZ REAL,0,1,CAUCA,0.0,1.4285714285714286,5.285714285714286,0.14285714285714285,0.14285714285714285,5.571428571428571,4.714285714285714,10.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,227.85714285714286
28,ALFREDO VASQUEZ COBO,0,0,VALLE,1.0,1.0,7.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,1.0,266.0
29,ALMIRANTE PADILLA,0,1,LA GUAJIRA,0.30303030303030304,1.8181818181818181,4.757575757575758,0.5151515151515151,0.553030303030303,5.636363636363637,8.159090909090908,20.90909090909091,0.6212121212121212,0.4393939393939394,0.6439393939393939,230.8030303030303
30,ALTO YUMA,1,1,HUILA,0.0,1.2857142857142858,3.857142857142857,0.21428571428571427,0.35714285714285715,5.357142857142857,6.214285714285714,15.357142857142858,0.5,0.6428571428571429,0.2857142857142857,231.71428571428572
31,AMAZONICO MARCO AURELIO CHARRY,1,1,CAQUETA,0.0,1.5,3.0,0.0,0.5,3.0,7.5,27.5,0.5,0.25,0.5,206.0
32,AMERICAN SCHOOL SAINT FRANCES,1,1,BOYACA,0.0,4.083333333333333,3.1666666666666665,0.9166666666666666,1.0,5.0,11.25,66.66666666666667,1.0,0.9166666666666666,1.0,335.5833333333333
33,ANTONIO GARCIA PAREDES,0,1,CAUCA,0.07272727272727272,1.4,4.163636363636364,0.23636363636363636,0.34545454545454546,6.381818181818182,6.109090909090909,22.181818181818183,0.5272727272727272,0.45454545454545453,0.6727272727272727,255.12727272727273
34,ANTONIO HOLGUIN GARCES,0,1,VALLE,0.0,1.9805825242718447,3.6990291262135924,0.3883495145631068,0.44660194174757284,4.776699029126213,10.339805825242719,23.446601941747574,0.7766990291262136,0.5048543689320388,0.4854368932038835,231.14563106796118
35,ANTONIO JOSE DE SUCRE,0,0,VALLE,1.0,2.142857142857143,4.142857142857143,0.42857142857142855,0.0,5.142857142857143,7.285714285714286,30.0,0.5714285714285714,0.5714285714285714,0.8571428571428571,190.0
36,ANTONIO NARINO,0,1,QUINDIO,0.0,1.7916666666666667,4.208333333333333,0.3125,0.4375,3.5,10.0625,24.0625,0.7083333333333334,0.6041666666666666,0.6875,217.91666666666666
37,ANTONIO NARI¿O,0,1,QUINDIO,0.0,1.8125,3.5833333333333335,0.3958333333333333,0.4791666666666667,4.6875,8.9375,21.145833333333332,0.6875,0.5416666666666666,0.7291666666666666,249.39583333333334
38,ANTONIO NARIÑO,0,1,VALLE,1.0,1.3793103448275863,5.137931034482759,0.3448275862068966,0.5172413793103449,5.172413793103448,9.206896551724139,17.93103448275862,0.5517241379310345,0.20689655172413793,0.7586206896551724,217.27586206896552
39,ANTONIO RICAURTE,0,1,CAQUETA,0.0,1.7373737373737375,3.98989898989899,0.24242424242424243,0.3939393939393939,4.181818181818182,8.303030303030303,23.98989898989899,0.6161616161616161,0.46464646464646464,0.5959595959595959,222.13131313131314
40,ASPAEN GIMNASIO LA FRAGUA,1,1,HUILA,0.0,4.384615384615385,3.1538461538461537,0.9615384615384616,1.0,5.769230769230769,11.884615384615385,52.88461538461539,1.0,0.9230769230769231,0.9615384615384616,351.0769230769231
41,ASPAEN GIMNASIO SAUCARA,1,0,SANTANDER,0.0,5.0,2.6666666666666665,1.0,1.0,5.75,11.75,55.833333333333336,1.0,1.0,1.0,363.5
42,ASPAEN GIMNASIO YUMANA,1,1,HUILA,0.0,4.052631578947368,3.3157894736842106,0.8947368421052632,1.0,7.421052631578948,11.68421052631579,55.0,1.0,0.9473684210526315,0.9473684210526315,358.05263157894734
43,ATANASIO GIRARDOT,0,0,VALLE,0.918918918918919,1.4594594594594594,4.783783783783784,0.3783783783783784,0.40540540540540543,5.837837837837838,8.91891891891892,30.0,0.35135135135135137,0.2972972972972973,0.7297297297297297,226.45945945945945
44,ATANASIO GIRARDOT,0,1,HUILA,0.005154639175257732,1.7164948453608246,3.783505154639175,0.4896907216494845,0.634020618556701,4.793814432989691,10.11340206185567,31.391752577319586,0.8247422680412371,0.6907216494845361,0.6030927835051546,259.0412371134021
45,ATENEO AUTONOMO DE COLOMBIA,1,1,HUILA,0.0,1.3888888888888888,3.888888888888889,0.16666666666666666,0.1111111111111111,3.5,8.166666666666666,20.555555555555557,0.3888888888888889,0.6111111111111112,0.3333333333333333,201.55555555555554
46,ATENEO AUTONOMO DE FLORENCIA,1,1,CAQUETA,0.0,1.7692307692307692,3.5641025641025643,0.358974358974359,0.4358974358974359,5.230769230769231,9.0,25.0,0.717948717948718,0.5897435897435898,0.28205128205128205,220.66666666666666
47,ATENEO INTEGRAL ANA B. DE FLOREZ,1,1,BOGOTÁ,0.0,2.75,3.78125,0.859375,0.90625,5.15625,11.90625,40.078125,1.0,0.84375,0.921875,282.640625
48,ATENEO JUAN EUDES,1,1,BOGOTÁ,0.011235955056179775,3.1235955056179776,3.0898876404494384,0.7752808988764045,0.8876404494382022,5.325842696629214,11.460674157303371,46.853932584269664,1.0,0.9325842696629213,0.7078651685393258,272.6629213483146
49,ATENEO MODERNO,1,1,MAGDALENA,0.0,3.411764705882353,3.784313725490196,0.8431372549019608,0.9411764705882353,4.823529411764706,13.882352941176471,37.745098039215684,0.9803921568627451,0.8823529411764706,0.7450980392156863,293.4117647058824
50,ATENEO TECNICO COMERCIAL,1,1,ATLANTICO,0.0,2.857142857142857,4.142857142857143,0.5714285714285714,0.8571428571428571,6.857142857142857,12.857142857142858,20.0,1.0,0.5714285714285714,0.8571428571428571,325.14285714285717
51,ATLANTIS SYSTEM,1,1,NORTE SANTANDER,0.0,2.119047619047619,3.857142857142857,0.3333333333333333,0.42857142857142855,5.142857142857143,9.071428571428571,23.452380952380953,0.6428571428571429,0.5,0.5238095238095238,229.45238095238096
52,AVENIDA EL CARANO,0,0,CAQUETA,0.0,1.5833333333333333,3.8333333333333335,0.3333333333333333,0.6666666666666666,6.0,6.0,31.25,0.25,0.4166666666666667,0.3333333333333333,253.08333333333334
53,BACHILLERATO ACADEMICO PARA ADULTOS ALHERSAN,1,1,CAUCA,0.0,1.5,3.888888888888889,0.2777777777777778,0.3888888888888889,3.5,7.333333333333333,25.27777777777778,0.2777777777777778,0.5555555555555556,0.2777777777777778,215.27777777777777
54,BACHILLERATO DE ADULTOS COLSUBSIDIO,1,1,BOGOTÁ,0.0,2.863013698630137,3.547945205479452,0.726027397260274,0.7808219178082192,4.47945205479452,10.726027397260275,41.57534246575342,0.9726027397260274,0.7534246575342466,0.3424657534246575,231.7945205479452
55,BACHILLERATO DIVERSIFICADO A DISTANCIA PARA ADULTOS DE LA UNAD,1,1,NORTE SANTANDER,0.0,1.5555555555555556,3.6666666666666665,0.2222222222222222,0.3333333333333333,4.666666666666667,10.0,33.888888888888886,0.4444444444444444,0.7777777777777778,0.3333333333333333,233.55555555555554
56,BACHILLERATO DIVERSIFICADO INCA Y BASICA PRIMARIA INCA LTDA,1,1,ATLANTICO,0.01818181818181818,3.1272727272727274,3.9454545454545453,0.8,0.9272727272727272,5.127272727272727,13.472727272727273,40.36363636363637,1.0,0.8727272727272727,0.8727272727272727,281.56363636363636
57,BACHILLERATO FORMAL DE ADULTOS DEL CAUCA - BEFAC,1,1,CAUCA,0.0,1.0,3.0,0.0,0.0,3.0,1.5,10.0,0.0,0.5,0.5,203.5
58,BACHILLERATO INTEGRAL DEL QUINDIO,1,1,QUINDIO,0.0,3.324324324324324,2.72972972972973,0.6756756756756757,0.8378378378378378,4.216216216216216,11.756756756756756,28.243243243243242,0.972972972972973,0.7567567567567568,0.6756756756756757,235.86486486486487
59,BACHILLERATO PARA ADULTOS EMPRENDER,1,1,BOGOTÁ,0.0,2.5,5.5,0.25,0.75,5.25,13.5,58.75,1.0,0.75,0.25,230.25
60,BACHILLERATO PARA ADULTOS MARIA AUXILIADORA,1,1,CAUCA,0.75,1.5,3.75,0.5,0.375,2.25,9.375,33.125,0.625,0.625,0.375,185.625
61,BACHILLERATO SEMIESCOLARIZADO CHIQUINQUIRA,1,1,ATLANTICO,0.0,2.4444444444444446,4.407407407407407,0.6666666666666666,0.8148148148148148,5.222222222222222,12.11111111111111,28.88888888888889,0.8518518518518519,0.7037037037037037,0.7777777777777778,221.77777777777777
62,BACHILLERATO SEMIPRESENCIAL CANTACLARO,1,1,CORDOBA,0.0,1.8055555555555556,4.458333333333333,0.3333333333333333,0.3819444444444444,3.7916666666666665,9.541666666666666,20.555555555555557,0.5347222222222222,0.4166666666666667,0.5625,203.875
63,BACHILLERATO TEC AUTODIRIGIDO,1,1,ATLANTICO,0.0,3.2666666666666666,3.533333333333333,0.7333333333333333,0.7333333333333333,2.4,10.2,32.333333333333336,1.0,0.7333333333333333,0.6666666666666666,227.73333333333332
64,BACHILLERATO TECNICO COMERCIAL SANTA ANA,1,1,CUNDINAMARCA,0.0,2.15625,3.65625,0.71875,0.71875,6.046875,10.21875,36.015625,0.9375,0.84375,0.796875,258.984375
65,BARRIOS UNIDOS DEL SUR,0,1,CAQUETA,0.0,1.441860465116279,3.604651162790698,0.27906976744186046,0.3488372093023256,5.8604651162790695,5.5813953488372094,27.093023255813954,0.5581395348837209,0.4186046511627907,0.4186046511627907,257.69767441860466
66,BAUDILIO MONTOYA,0,0,QUINDIO,0.0,2.066666666666667,3.2666666666666666,0.43333333333333335,0.6,5.9,8.6,39.333333333333336,0.9666666666666667,0.8,0.6333333333333333,266.8333333333333
67,BELLO HORIZONTE,0,1,CAQUETA,0.0,1.3414634146341464,4.463414634146342,0.4146341463414634,0.5121951219512195,4.2439024390243905,7.2439024390243905,21.585365853658537,0.7804878048780488,0.4634146341463415,0.7560975609756098,239.29268292682926
68,BETH SHALOM GIMNASIO CAMPESTRE,1,1,SANTANDER,0.0,4.333333333333333,3.5,0.8333333333333334,1.0,5.5,12.0,59.166666666666664,1.0,1.0,0.9166666666666666,328.9166666666667
69,BILINGÜE INTERNACIONAL GIMNASIO CAMPESTRE REINO BRITÁNICO,1,1,CUNDINAMARCA,0.0,3.5217391304347827,3.260869565217391,0.782608695652174,0.9565217391304348,5.934782608695652,13.043478260869565,54.67391304347826,1.0,0.9130434782608695,0.8478260869565217,323.3695652173913
70,BOQUIA,0,0,QUINDIO,0.0,1.7894736842105263,3.8421052631578947,0.15789473684210525,0.21052631578947367,4.894736842105263,7.421052631578948,20.789473684210527,0.6842105263157895,0.631578947368421,0.42105263157894735,256.05263157894734
71,BOSQUES DE PINARES,0,1,QUINDIO,0.0,1.7741935483870968,3.774193548387097,0.3870967741935484,0.3548387096774194,4.838709677419355,9.82258064516129,22.903225806451612,0.7258064516129032,0.5967741935483871,0.8225806451612904,241.98387096774192
72,BTO ACAD CICLICO DEL CAUCA,1,1,CAUCA,0.0,2.4545454545454546,3.8181818181818183,0.5,0.5454545454545454,4.363636363636363,10.5,32.72727272727273,0.8181818181818182,0.7272727272727273,0.36363636363636365,232.3181818181818
73,BTO DE ADULTOS UNAD,1,1,BOGOTÁ,0.0,2.7569060773480665,3.56353591160221,0.5248618784530387,0.6519337016574586,5.071823204419889,10.392265193370166,39.9171270718232,0.9281767955801105,0.8176795580110497,0.49171270718232046,250.48066298342542
74,BTO FORMAL DE ADULTOS DEL CAUCA,1,1,CAUCA,0.0,1.9787234042553192,4.446808510638298,0.2765957446808511,0.3617021276595745,3.5106382978723403,6.8936170212765955,21.382978723404257,0.6382978723404256,0.44680851063829785,0.19148936170212766,199.80851063829786
75,BTO MIX MANEL SATURIO VALENCIA,1,1,CHOCO,0.0,2.0,5.666666666666667,0.3333333333333333,0.3333333333333333,5.0,6.5,17.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,183.5
76,BTO MODERNO DE ADULTOS EXTERNADO DEL SUR,1,1,NARIÑO,0.0,1.6818181818181819,3.0,0.5454545454545454,0.5909090909090909,4.2272727272727275,9.545454545454545,37.27272727272727,0.6818181818181818,0.3181818181818182,0.36363636363636365,218.95454545454547
77,C E R CARIBIA,0,0,ANTIOQUIA,0.0,1.5217391304347827,5.086956521739131,0.08695652173913043,0.2608695652173913,4.826086956521739,4.043478260869565,19.565217391304348,0.2608695652173913,0.391304347826087,0.30434782608695654,208.30434782608697
78,C. E. DE ADULTOS CARL FRIEDICH GAUSS,1,1,ATLANTICO,0.0,2.066666666666667,4.314285714285714,0.41904761904761906,0.4666666666666667,3.742857142857143,7.914285714285715,24.523809523809526,0.47619047619047616,0.5238095238095238,0.5238095238095238,195.0095238095238
79,C. E. FORMAL DISCENTER S,1,1,VALLE,0.0,2.183333333333333,3.2,0.6666666666666666,0.7166666666666667,4.3,10.8,29.666666666666668,0.8833333333333333,0.6666666666666666,0.65,231.3
80,C. E. R. BADILLO,0,0,ANTIOQUIA,0.0,2.4285714285714284,4.333333333333333,0.09523809523809523,0.14285714285714285,4.285714285714286,5.142857142857143,17.857142857142858,0.047619047619047616,0.2857142857142857,0.23809523809523808,181.66666666666666
81,C. E. R. EL PESCADO,0,0,ANTIOQUIA,0.0,1.7142857142857142,4.428571428571429,0.14285714285714285,0.42857142857142855,3.857142857142857,7.714285714285714,18.571428571428573,0.0,0.5714285714285714,0.42857142857142855,231.71428571428572
82,C. E. R. LA COMIA,0,0,ANTIOQUIA,0.0,1.6551724137931034,3.9885057471264367,0.09195402298850575,0.13793103448275862,4.206896551724138,6.655172413793103,22.93103448275862,0.1724137931034483,0.5517241379310345,0.4367816091954023,197.55172413793105
83,C. E. R. PAJARITO ARRIBA,0,0,ANTIOQUIA,0.0,1.5779816513761469,4.376146788990826,0.045871559633027525,0.14678899082568808,3.8256880733944953,5.146788990825688,23.990825688073393,0.1926605504587156,0.44954128440366975,0.27522935779816515,205.651376146789
84,C. E. R. SAN JUAN DE AQUITANIA,0,0,ANTIOQUIA,0.0,1.3333333333333333,4.333333333333333,0.0,0.0,4.0,8.0,20.0,0.0,0.3333333333333333,0.6666666666666666,195.0
85,C.C.E.B. # 187 CIVICO 7 DE ABRIL,0,1,ATLANTICO,0.0,1.9393939393939394,5.303030303030303,0.36363636363636365,0.7272727272727273,6.090909090909091,8.363636363636363,27.87878787878788,0.6060606060606061,0.48484848484848486,0.6363636363636364,232.12121212121212
86,C.E.  NEOSISTEMAS,1,1,ANTIOQUIA,0.0,2.142857142857143,3.142857142857143,1.0,0.9285714285714286,5.357142857142857,11.785714285714286,60.357142857142854,0.9285714285714286,0.8571428571428571,0.8571428571428571,348.14285714285717
87,C.E. ALTO SICARARE,0,0,CESAR,0.0,2.25,5.0,0.25,0.0,3.0,4.5,13.75,0.5,0.75,1.0,203.25
88,C.E. BELLA VISTA,0,0,CESAR,0.0,1.6666666666666667,4.333333333333333,0.0,0.0,4.5,2.5,27.5,0.16666666666666666,0.0,0.16666666666666666,178.83333333333334
89,C.E. BOCAS DEL ATRATO,0,0,ANTIOQUIA,1.0,1.8333333333333333,6.0,0.5,0.3333333333333333,8.0,3.5,22.5,0.5,0.16666666666666666,0.3333333333333333,177.16666666666666
90,C.E. CAYETANO MORA,0,0,CESAR,0.0,1.6,5.8,0.2,0.2,2.4,4.2,37.0,0.0,0.8,0.4,188.0
91,C.E. CERRO BLANCO,0,0,MAGDALENA,0.0,1.5,5.6,0.3,0.6,4.5,8.4,16.0,0.1,0.2,1.0,194.3
92,C.E. COSTA CARIBE,1,1,SUCRE,0.4375,1.5,4.25,0.2708333333333333,0.3333333333333333,5.3125,7.5,24.6875,0.22916666666666666,0.4375,0.4583333333333333,195.77083333333334
93,C.E. CUATRO BOCAS,0,0,CESAR,0.0,2.25,5.0,0.0,0.0,4.5,9.75,13.75,1.0,0.75,0.75,226.75
94,C.E. DE CÓMPUTO EMPRESARIAL PARA EL TRABAJO - CINDECÓPUTO,1,1,ANTIOQUIA,0.0,2.0,3.6769230769230767,0.2923076923076923,0.35384615384615387,3.4153846153846152,10.292307692307693,19.76923076923077,0.6923076923076923,0.5846153846153846,0.4,206.15384615384616
95,C.E. DIOS ES AMOR,1,1,CUNDINAMARCA,0.0,1.5,3.5294117647058822,0.2647058823529412,0.4117647058823529,4.588235294117647,7.9411764705882355,32.94117647058823,0.7058823529411765,0.7352941176470589,0.6176470588235294,239.6764705882353
96,C.E. EL BOSQUE,1,1,SANTANDER,0.0,1.0,3.0,0.0,0.0,3.0,0.0,25.0,0.0,0.0,0.0,161.0
97,C.E. EL CAIRO,0,0,CESAR,0.0,1.8571428571428572,5.0,0.14285714285714285,0.0,3.0,11.142857142857142,10.0,0.2857142857142857,0.7142857142857143,0.14285714285714285,203.0
98,C.E. EL CONGO,0,0,CAUCA,1.0,2.1666666666666665,4.0,0.0,0.0,5.5,2.5,25.0,0.3333333333333333,0.5,0.5,184.5
99,C.E. ESTADOS UNIDOS,0,0,CESAR,0.0,3.0,5.0,0.3333333333333333,0.3333333333333333,2.0,2.0,10.0,0.3333333333333333,0.6666666666666666,1.0,227.66666666666666
100,C.E. EZEQUIEL MONTERO,0,0,CESAR,0.0,1.25,4.5,0.0,0.125,6.375,5.25,33.75,0.375,0.375,0.75,221.25
101,C.E. FORMAL PARA ADULTOS LOS SAUCES,1,1,BOGOTÁ,0.0,2.2222222222222223,3.888888888888889,0.3333333333333333,0.4444444444444444,4.0,9.333333333333334,38.333333333333336,0.8888888888888888,0.6666666666666666,0.1111111111111111,247.22222222222223
102,C.E. JÓVENES CON FUTURO,1,1,CUNDINAMARCA,0.0,2.3333333333333335,3.2222222222222223,0.5555555555555556,0.5555555555555556,4.333333333333333,11.666666666666666,28.333333333333332,0.7777777777777778,0.5555555555555556,0.3333333333333333,217.55555555555554
103,C.E. LA ARBOLEDA,1,0,VALLE,0.0,2.5625,3.25,0.8125,0.8125,5.4375,11.25,40.9375,0.9375,0.75,0.8125,275.5
104,C.E. LA GALLETA,0,0,ANTIOQUIA,0.0,1.6,5.0,0.2,0.2,3.0,9.0,10.0,0.2,0.2,0.6,202.2
105,C.E. LA PITA,0,0,ANTIOQUIA,0.0,1.5,7.0,0.0,0.0,1.5,6.0,10.0,0.0,0.0,0.0,200.5
106,C.E. LICEO DEL CARIBE,1,1,SAN ANDRES,0.8666666666666667,3.466666666666667,3.2666666666666666,0.7333333333333333,1.0,6.0,13.6,56.333333333333336,1.0,0.8666666666666667,0.6,303.53333333333336
107,C.E. LUIS CARLOS GALAN,1,1,SUCRE,0.0196078431372549,2.156862745098039,4.294117647058823,0.5294117647058824,0.6666666666666666,4.294117647058823,9.176470588235293,25.58823529411765,0.7450980392156863,0.5490196078431373,0.5686274509803921,209.86274509803923
108,C.E. MARIA AUXILIADORA VILLA MONACO,1,1,ATLANTICO,0.0,1.9166666666666667,4.25,0.5833333333333334,0.4166666666666667,7.625,11.5,23.541666666666668,0.9166666666666666,0.6666666666666666,0.7916666666666666,242.08333333333334
109,C.E. MENFIS,1,1,CALDAS,0.09090909090909091,3.090909090909091,3.1818181818181817,0.6363636363636364,0.9090909090909091,5.181818181818182,12.272727272727273,27.727272727272727,0.8181818181818182,0.7272727272727273,0.7272727272727273,271.09090909090907
110,C.E. MIXTO DE GALAPA,1,1,ATLANTICO,0.0,2.1904761904761907,3.761904761904762,0.8095238095238095,0.8095238095238095,6.0,12.0,35.0,0.9047619047619048,0.6666666666666666,1.0,275.5238095238095
111,C.E. NACIONAL DE ADULTO - CENAD,1,0,CUNDINAMARCA,0.0,1.5,4.75,0.375,0.375,2.625,6.75,20.625,0.625,0.625,0.25,220.125
112,C.E. PUYA DEL MEDIO (UNIT),0,0,ANTIOQUIA,0.0,1.3,5.8,0.0,0.0,3.0,1.2,26.5,0.1,0.1,0.4,179.2
113,C.E. QUERIDOS AMIGOS,1,1,BOLIVAR,0.0,2.0,4.117647058823529,0.7352941176470589,0.8823529411764706,4.852941176470588,9.264705882352942,27.941176470588236,0.7352941176470589,0.6470588235294118,0.9411764705882353,229.2058823529412
114,C.E. SAN ISIDRO,0,0,CESAR,0.0,1.2,6.6,0.2,0.4,3.6,7.2,22.0,0.6,0.6,0.4,193.2
115,C.E. SAN JACINTO,0,0,CESAR,0.0,2.3333333333333335,6.333333333333333,0.0,0.0,5.0,4.0,15.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,176.33333333333334
116,C.E. SAN PEDRO,0,0,CESAR,0.0,1.0,8.0,0.5,0.5,6.0,4.5,37.5,0.5,0.0,0.5,171.5
117,C.E. SANTA ISABEL,0,0,CESAR,0.0,1.0,4.111111111111111,0.2222222222222222,0.6666666666666666,4.0,3.3333333333333335,16.11111111111111,0.2222222222222222,0.3333333333333333,0.5555555555555556,192.11111111111111
118,C.E. SANTIAGO DE URABA (UNIT),0,0,ANTIOQUIA,0.0,2.3125,4.5,0.0,0.0625,5.25,2.625,27.8125,0.0625,0.3125,0.375,196.75
119,C.E. TUTACHE,0,0,CESAR,0.6666666666666666,3.0,5.666666666666667,0.0,0.0,2.0,6.0,23.333333333333332,0.6666666666666666,0.0,0.0,166.0
