,COLE_NOMBRE_ESTABLECIMIENTO,COLE_NATURALEZA,COLE_AREA_UBICACION,COLE_DEPTO_UBICACION,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,Educacion_padres,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,FAMI_NUMLIBROS,conectividad,alimentacion,ESTU_HORASSEMANATRABAJA,PUNT_GLOBAL
135,CASD HERMOGENES MAZA,0,1,QUINDIO,0.4098360655737705,2.5245901639344264,3.401639344262295,90.57377049180327,4.795081967213115,11.12704918032787,33.954918032786885,96.31147540983606,86.47540983606558,17.21311475409836,295.3524590163934
136,CAÑO BLANCO II,0,0,GUAVIARE,0.0,1.4444444444444444,3.888888888888889,11.11111111111111,7.333333333333333,1.0,21.666666666666668,11.11111111111111,44.44444444444444,55.55555555555556,202.22222222222223
137,CE ANTONIO SANCHEZ GUTIERREZ,0,0,CORDOBA,0.0,1.4285714285714286,4.142857142857143,42.857142857142854,3.857142857142857,5.142857142857143,22.142857142857142,0.0,14.285714285714285,71.42857142857143,200.14285714285714
138,CE BACHILLERATO EN BIENESTAR RURAL -APIA-,0,0,RISARALDA,33.33333333333333,1.3333333333333333,3.888888888888889,22.22222222222222,4.0,5.0,13.333333333333334,22.22222222222222,0.0,33.33333333333333,184.33333333333334
139,CE BACHILLERATO EN BIENESTAR RURAL -BALBOA-,0,0,RISARALDA,0.0,2.5,4.5,50.0,5.25,3.75,23.75,25.0,50.0,100.0,193.0
140,CE BACHILLERATO EN BIENESTAR RURAL -BELEN DE UMBRIA-,0,0,RISARALDA,0.0,1.0,3.0,0.0,3.0,3.0,10.0,0.0,0.0,100.0,216.0
141,CE BACHILLERATO EN BIENESTAR RURAL -GUATICA-,0,0,RISARALDA,16.666666666666664,1.3333333333333333,4.333333333333333,16.666666666666664,2.5,6.5,34.166666666666664,16.666666666666664,33.33333333333333,50.0,214.5
142,CE BACHILLERATO EN BIENESTAR RURAL -LA CELIA-,0,0,RISARALDA,0.0,1.4285714285714286,3.2857142857142856,42.857142857142854,5.571428571428571,4.285714285714286,25.714285714285715,0.0,28.57142857142857,42.857142857142854,232.57142857142858
143,CE BACHILLERATO EN BIENESTAR RURAL -MISTRATO-,0,0,RISARALDA,25.0,1.75,4.75,25.0,4.5,2.625,16.875,12.5,37.5,62.5,194.75
144,CE BACHILLERATO EN BIENESTAR RURAL -PUEBLO RICO-,0,0,RISARALDA,47.368421052631575,1.8421052631578947,5.0,52.63157894736842,5.052631578947368,4.578947368421052,23.68421052631579,26.31578947368421,26.31578947368421,68.42105263157895,193.68421052631578
145,CE BACHILLERATO EN BIENESTAR RURAL -QUINCHIA-,0,0,RISARALDA,23.333333333333332,1.4,5.0,13.333333333333334,4.1,4.6,24.0,20.0,36.666666666666664,66.66666666666666,209.33333333333334
146,CE BACHILLERATO EN BIENESTAR RURAL -SANTA ROSA DE CABAL-,0,0,RISARALDA,5.263157894736842,2.0,3.6315789473684212,31.57894736842105,4.2631578947368425,6.7894736842105265,26.842105263157894,42.10526315789473,52.63157894736842,68.42105263157895,207.10526315789474
147,CE BACHILLERATO EN BIENESTAR RURAL -SANTUARIO-,0,0,RISARALDA,9.090909090909092,1.6363636363636365,5.0,0.0,5.181818181818182,5.181818181818182,25.90909090909091,9.090909090909092,36.36363636363637,54.54545454545454,225.1818181818182
148,CE BOCA DE BEBARA,0,0,CHOCO,100.0,1.0,3.0,0.0,3.0,0.0,25.0,0.0,0.0,0.0,222.0
149,CE BOCAS DEL LIMON,0,0,CHOCO,100.0,4.0,5.0,0.0,6.0,6.0,10.0,0.0,0.0,100.0,140.0
150,CE BYRON GAVIRIA,0,1,RISARALDA,4.938271604938271,2.123456790123457,3.765432098765432,66.66666666666666,4.518518518518518,11.481481481481481,20.679012345679013,85.18518518518519,60.49382716049383,17.28395061728395,239.55555555555554
151,CE CARACOLI ALTO,0,0,CHOCO,100.0,2.6666666666666665,2.3333333333333335,33.33333333333333,6.0,4.0,25.0,33.33333333333333,0.0,66.66666666666666,178.0
152,CE CASTILLERAL,0,0,CORDOBA,4.3478260869565215,2.217391304347826,4.391304347826087,43.47826086956522,5.608695652173913,7.173913043478261,23.91304347826087,26.08695652173913,43.47826086956522,60.86956521739131,197.30434782608697
153,CE CHUGANDI,0,0,CHOCO,100.0,3.0,6.0,50.0,3.0,0.0,10.0,0.0,0.0,50.0,208.0
154,CE FRANCISCO DE PAULA SANTANDER,0,0,CHOCO,0.0,1.5,2.0,50.0,6.0,9.0,10.0,100.0,100.0,100.0,176.0
155,CE INDÍGENA CARECUY,0,0,CHOCO,100.0,4.0,7.0,50.0,11.25,5.25,20.0,100.0,75.0,100.0,150.25
156,CE INDÍGENA CUNA YALA DE ARQUIA,0,0,CHOCO,100.0,1.0,7.0,66.66666666666666,7.0,2.0,40.0,33.33333333333333,33.33333333333333,100.0,171.66666666666666
157,CE INDÍGENA DE ALTO CHITRE,0,0,CHOCO,100.0,4.0,4.0,0.0,4.5,1.5,17.5,100.0,50.0,100.0,133.5
158,CE INDÍGENA DE CHANO,0,0,CHOCO,100.0,1.25,3.5,25.0,3.75,1.5,10.0,50.0,0.0,100.0,141.25
159,CE INDÍGENA DE SALINAS,0,0,CHOCO,100.0,2.75,6.0,25.0,7.5,7.5,46.25,100.0,0.0,75.0,138.5
160,CE INDÍGENA DE TARENA,0,0,CHOCO,100.0,5.0,3.0,0.0,3.0,18.0,25.0,0.0,0.0,0.0,156.0
161,CE INDÍGENA DE VACAL,0,0,CHOCO,100.0,3.7857142857142856,5.428571428571429,71.42857142857143,8.142857142857142,6.0,37.857142857142854,78.57142857142857,28.57142857142857,100.0,149.21428571428572
162,CE INDÍGENA EMBERA JOSELITO AMAGARA,0,0,CHOCO,100.0,1.0,7.666666666666667,0.0,6.0,3.0,45.0,66.66666666666666,33.33333333333333,100.0,156.66666666666666
163,CE INDÍGENA FLORESMIRO DOGIRAMA,0,0,CHOCO,100.0,1.5,5.0,0.0,4.5,4.5,36.25,75.0,50.0,75.0,156.25
164,CE INDÍGENA GENARO OPUA QUIRO,0,0,CHOCO,100.0,1.5,3.6666666666666665,33.33333333333333,2.5,3.5,12.5,50.0,0.0,83.33333333333334,147.5
165,CE INDÍGENA JUAN ANTONIO CHAMORRO,0,0,CHOCO,100.0,2.4285714285714284,4.714285714285714,0.0,2.5714285714285716,3.4285714285714284,54.285714285714285,57.14285714285714,28.57142857142857,85.71428571428571,138.42857142857142
166,CE INDÍGENA RAMIRO AMAGARA DE PUERTO SAMARIA,0,0,CHOCO,100.0,3.0,1.0,100.0,6.0,6.0,100.0,100.0,100.0,100.0,141.0
167,CE INDÍGENA THEARATE,0,0,CHOCO,100.0,2.0,3.5,25.0,11.25,6.75,62.5,75.0,50.0,100.0,157.5
168,CE INDÍGENA ULDARICO CHIRIPUA,0,0,CHOCO,100.0,2.25,4.5,50.0,8.25,6.0,32.5,75.0,75.0,100.0,156.0
169,CE INDÍGENA WOUAAN DAVID GREGORIO,0,0,CHOCO,100.0,2.6,5.8,20.0,5.4,3.0,28.0,60.0,20.0,80.0,150.4
170,CE INDÍGENA WOUNAAN JOODIN GAYAM,0,0,CHOCO,100.0,1.0,5.5,75.0,9.75,6.0,36.25,25.0,25.0,100.0,142.0
171,CE INMACULADO CORAZON DE MARIA,0,0,CHOCO,100.0,1.7777777777777777,3.888888888888889,22.22222222222222,6.0,5.333333333333333,17.77777777777778,22.22222222222222,66.66666666666666,44.44444444444444,169.88888888888889
172,CE JORGE VALENCIA LOZANO,0,0,CHOCO,100.0,3.142857142857143,6.142857142857143,57.14285714285714,5.571428571428571,9.857142857142858,23.571428571428573,28.57142857142857,42.857142857142854,71.42857142857143,151.28571428571428
173,CE MARIA AUXILIADORA DE CUCURRUPI,0,0,CHOCO,100.0,1.0,5.0,0.0,3.0,3.0,10.0,0.0,0.0,100.0,225.0
174,CE MARIA AUXILIADORA DE ISLA MONO,0,0,CHOCO,25.0,2.875,5.75,37.5,7.125,9.75,25.0,12.5,12.5,75.0,164.625
175,CE NUESTRA SEÑORA DEL CARMEN,0,0,CHOCO,0.0,2.0,2.3333333333333335,0.0,4.0,2.0,20.0,33.33333333333333,33.33333333333333,66.66666666666666,188.66666666666666
176,CE PARA EL DESARROLLO EMPRESARIAL DE LOS LLANOS - CEDELLANOS,1,1,META,0.0,2.4,4.6,40.0,4.2,9.0,25.0,80.0,60.0,60.0,221.2
177,CE PASCUAL SANTANDER,0,0,CHOCO,100.0,4.0,5.0,0.0,3.0,12.0,10.0,0.0,0.0,100.0,170.0
178,CE PRIMITIVO PALACIOS,0,0,CHOCO,0.0,1.4,3.4,40.0,4.2,7.2,24.0,20.0,40.0,40.0,219.6
179,CE SAN LORENZO DE ORPUA,0,0,CHOCO,100.0,2.6666666666666665,4.333333333333333,33.33333333333333,6.0,2.0,23.333333333333332,66.66666666666666,33.33333333333333,66.66666666666666,175.33333333333334
180,CE SAN ONOFRE,0,0,CHOCO,0.0,1.0,5.0,0.0,3.0,6.0,10.0,50.0,50.0,100.0,189.0
181,CE SAN PEDRO CLAVER,0,0,CHOCO,100.0,2.5,5.0,75.0,6.75,4.5,21.25,50.0,25.0,100.0,182.5
182,CE SANTA BARBARA,0,0,CHOCO,0.0,2.625,3.5,25.0,7.875,6.375,26.25,37.5,37.5,87.5,183.125
183,CE SANTA MARIA DE BELEN DE BAJIRA,0,0,CHOCO,0.0,2.0,4.25,12.5,4.125,5.625,22.5,12.5,25.0,62.5,207.375
184,CE SIMON BOLIVAR,0,0,CHOCO,100.0,1.2727272727272727,4.2727272727272725,36.36363636363637,5.454545454545454,2.727272727272727,27.727272727272727,18.181818181818183,27.27272727272727,45.45454545454545,200.27272727272728
185,CE UNION CHARCO LARGO,0,0,CHOCO,0.0,1.6,5.4,40.0,10.2,2.4,13.0,20.0,0.0,60.0,180.4
186,CECOVE,1,1,SANTANDER,0.0,2.689655172413793,3.413793103448276,86.20689655172413,3.9310344827586206,10.551724137931034,33.96551724137931,89.65517241379311,79.3103448275862,58.620689655172406,222.44827586206895
187,CEIM DOSQUEBRADAS S.A.S,1,1,RISARALDA,0.0,2.6666666666666665,3.0,66.66666666666666,5.333333333333333,13.666666666666666,40.0,88.88888888888889,77.77777777777779,77.77777777777779,264.6666666666667
188,CEINAR,0,1,HUILA,0.0,2.125,3.5833333333333335,87.5,5.25,9.875,27.083333333333332,91.66666666666666,54.166666666666664,50.0,235.41666666666666
189,CELESTIN FREINET,1,1,CAQUETA,93.10344827586206,2.1379310344827585,3.7586206896551726,51.724137931034484,3.6206896551724137,7.448275862068965,19.310344827586206,55.172413793103445,51.724137931034484,51.724137931034484,213.79310344827587
190,CEN EDUC COMUNAL FRANCISCO DE PAULA SANTANDER,1,1,CESAR,0.0,2.128205128205128,3.9743589743589745,79.48717948717949,4.6923076923076925,10.153846153846153,24.487179487179485,74.35897435897436,53.84615384615385,25.64102564102564,224.76923076923077
191,CEN EDUC SANTA TERESITA,1,1,CESAR,0.0,2.6666666666666665,4.151515151515151,87.87878787878788,6.363636363636363,12.454545454545455,34.696969696969695,96.96969696969697,87.87878787878788,18.181818181818183,259.5151515151515
192,CENANFO,1,1,META,0.0,2.066666666666667,3.1333333333333333,73.33333333333333,3.8,9.8,26.333333333333332,73.33333333333333,60.0,60.0,237.66666666666666
193,CENSA,1,1,CALDAS,0.0,2.5652173913043477,3.1739130434782608,78.26086956521739,1.9565217391304348,12.391304347826088,28.91304347826087,95.65217391304348,78.26086956521739,47.82608695652174,251.0
194,CENT  EDUC BTO EN BIENESTAR RURAL MARSELLA,0,0,RISARALDA,15.384615384615385,1.6153846153846154,4.6923076923076925,15.384615384615385,3.923076923076923,9.0,19.615384615384617,46.15384615384615,46.15384615384615,46.15384615384615,188.69230769230768
195,CENT CIAL DE EDUC MEDIA MARGARITA BOSCO,1,1,BOGOTÁ,0.0,3.119047619047619,3.0952380952380953,97.61904761904762,6.642857142857143,13.285714285714286,56.666666666666664,100.0,97.61904761904762,2.380952380952381,324.3809523809524
196,CENT CIAL MADRE ELISA RONCALLO,1,1,BOGOTÁ,0.0,1.9743589743589745,4.435897435897436,87.17948717948718,5.384615384615385,10.538461538461538,36.02564102564103,100.0,79.48717948717949,7.6923076923076925,269.3333333333333
197,CENT DE CAPACITACION  LTDA (CENCABO),1,1,BOGOTÁ,0.0,2.4722222222222223,3.5555555555555554,88.88888888888889,4.583333333333333,12.0,37.22222222222222,91.66666666666666,80.55555555555556,52.77777777777778,239.25
198,CENT DE CAPACITACION VICENTA MARIA,1,1,ANTIOQUIA,0.0,2.6,3.0,80.0,3.6,7.8,31.0,60.0,80.0,60.0,181.4
199,CENT DE DESARROLLO INTEGRADO - CENDI,1,1,ANTIOQUIA,0.0,2.2056338028169016,3.7549295774647886,53.80281690140845,3.692957746478873,9.4056338028169,22.887323943661972,73.52112676056338,60.281690140845065,56.33802816901409,207.32112676056337
200,CENT DE EDUC DE ADULTOS CULTURAL,1,1,BOGOTÁ,0.0,2.1853932584269664,4.056179775280899,39.325842696629216,3.640449438202247,7.348314606741573,21.51685393258427,72.47191011235955,60.67415730337079,70.78651685393258,207.17977528089887
201,CENT DE EDUC FORMAL ROBERT HOOKE,1,1,BOGOTÁ,4.081632653061225,2.142857142857143,4.061224489795919,67.3469387755102,3.306122448979592,12.061224489795919,28.06122448979592,89.79591836734694,71.42857142857143,51.02040816326531,228.69387755102042
202,CENT DE EDUC ROBERT HOOKE,1,1,BOGOTÁ,0.0,2.411764705882353,3.9411764705882355,64.70588235294117,4.588235294117647,9.176470588235293,24.705882352941178,94.11764705882352,64.70588235294117,58.82352941176471,221.05882352941177
203,CENT DE EDUCACION PROACTIVA CEP,1,1,CUNDINAMARCA,0.0,2.0454545454545454,4.090909090909091,45.45454545454545,3.5454545454545454,5.318181818181818,23.863636363636363,54.54545454545454,50.0,63.63636363636363,219.36363636363637
204,CENT DE ENSEÑANZA PRECOZ LIC VALDERRAMA,1,1,CORDOBA,0.0,3.0,5.0,100.0,6.0,12.5,26.666666666666668,100.0,83.33333333333334,50.0,294.8333333333333
205,CENT DE FORMACION EDUCATIVA CENFE,1,1,CUNDINAMARCA,0.0,2.323529411764706,4.235294117647059,70.58823529411765,2.4705882352941178,9.176470588235293,31.470588235294116,85.29411764705883,58.82352941176471,64.70588235294117,227.7058823529412
206,CENT DE FORMACION HUMANISTICO-MATEMATICAS-ALBERT EINSTEIN,1,1,ATLANTICO,0.0,3.6666666666666665,3.8,100.0,4.4,14.0,24.0,100.0,93.33333333333333,13.333333333333334,237.46666666666667
207,CENT DE INTEGRACION EDUCACION DEL NORTE (CIEN ),1,1,BOGOTÁ,0.0,2.7560975609756095,3.341463414634146,78.04878048780488,5.121951219512195,11.634146341463415,42.31707317073171,95.1219512195122,82.92682926829268,31.70731707317073,284.4390243902439
208,CENT DEL INMACUALDO CORAZON DE MARIA,1,1,CAUCA,0.0,2.4545454545454546,4.636363636363637,100.0,3.5454545454545454,10.636363636363637,34.54545454545455,100.0,63.63636363636363,27.27272727272727,256.27272727272725
209,CENT DOC PARROQ SAN MARCOS,1,1,VALLE,0.0,2.769230769230769,4.153846153846154,84.61538461538461,5.1923076923076925,9.692307692307692,25.76923076923077,92.3076923076923,65.38461538461539,19.230769230769234,253.03846153846155
210,CENT DOC SANTIAGO DE CALI,1,1,VALLE,0.0,1.5319148936170213,3.851063829787234,70.2127659574468,5.170212765957447,8.170212765957446,22.4468085106383,93.61702127659575,51.06382978723404,14.893617021276595,277.97872340425533
211,CENT EDU BROQUELES,0,0,CORDOBA,100.0,1.0,5.888888888888889,44.44444444444444,4.333333333333333,3.3333333333333335,16.666666666666668,0.0,0.0,55.55555555555556,211.11111111111111
212,CENT EDUC AUTONOMO,1,1,ANTIOQUIA,0.0,2.9375,3.125,93.75,4.5,12.9375,25.3125,100.0,93.75,18.75,285.1875
213,CENT EDUC BERLIN,0,0,CORDOBA,100.0,1.25,5.75,20.833333333333336,7.375,2.75,11.25,4.166666666666666,20.833333333333336,33.33333333333333,194.41666666666666
214,CENT EDUC COL GIMNASIO SANTANDER,1,1,BOYACA,0.0,2.8823529411764706,3.588235294117647,100.0,3.3529411764705883,10.588235294117647,56.470588235294116,94.11764705882352,94.11764705882352,29.411764705882355,270.0
215,CENT EDUC COMUNIT OMAR TORRIJOS,1,1,VALLE,0.0,2.125,3.5,81.25,5.8125,9.0,15.3125,87.5,50.0,25.0,242.375
216,CENT EDUC DE NSTRA SRA DE LA PAZ,1,1,BOGOTÁ,0.0,2.6373626373626373,3.6153846153846154,96.7032967032967,6.263736263736264,11.967032967032967,48.62637362637363,97.8021978021978,90.10989010989012,12.087912087912088,281.68131868131866
217,CENT EDUC DIST LA GIRALDA,0,1,BOGOTÁ,0.0,2.066666666666667,3.8666666666666667,66.66666666666666,4.45,10.75,44.833333333333336,95.0,81.66666666666667,13.333333333333334,270.0833333333333
218,CENT EDUC FORMAL DISCENTERS,1,1,VALLE,0.0,3.0,1.0,100.0,12.0,12.0,50.0,100.0,0.0,100.0,278.0
219,CENT EDUC INTEG BUCARELLY,1,1,ANTIOQUIA,0.0,2.1176470588235294,3.235294117647059,94.11764705882352,5.117647058823529,11.647058823529411,42.94117647058823,94.11764705882352,76.47058823529412,29.411764705882355,259.2352941176471
220,CENT EDUC INTEGRAL CEDI,1,1,BOLIVAR,0.0,2.1578947368421053,3.6315789473684212,100.0,4.578947368421052,12.789473684210526,36.05263157894737,89.47368421052632,57.89473684210527,26.31578947368421,243.68421052631578
221,CENT EDUC JESUS AMIGO,1,1,ANTIOQUIA,0.0,2.217391304347826,3.5217391304347827,91.30434782608695,5.739130434782608,12.130434782608695,30.217391304347824,95.65217391304348,86.95652173913044,17.391304347826086,250.34782608695653
222,CENT EDUC JOSE JOAQUIN FORERO,0,0,TOLIMA,0.0,1.3333333333333333,5.166666666666667,16.666666666666664,3.25,5.75,16.25,41.66666666666667,33.33333333333333,66.66666666666666,221.75
223,CENT EDUC JUAN CARLOS GARZON,1,1,VALLE,16.666666666666664,1.5555555555555556,3.5555555555555554,77.77777777777779,4.666666666666667,10.5,19.72222222222222,77.77777777777779,33.33333333333333,16.666666666666664,246.66666666666666
224,CENT EDUC LIBERTAD,1,1,BOGOTÁ,0.0,3.0,3.5,93.75,6.375,14.4375,85.9375,100.0,87.5,37.5,295.25
225,CENT EDUC LOS ANDES,1,1,BOGOTÁ,0.0,2.551282051282051,3.4615384615384617,83.33333333333334,4.115384615384615,11.961538461538462,37.62820512820513,94.87179487179486,83.33333333333334,32.05128205128205,266.79487179487177
226,CENT EDUC LOS ANGELES,1,1,TOLIMA,0.0,1.9090909090909092,3.727272727272727,90.9090909090909,4.636363636363637,9.818181818181818,27.272727272727273,81.81818181818183,63.63636363636363,45.45454545454545,244.0909090909091
227,CENT EDUC PARA JOVENES Y ADULTOS LEPANTO,1,1,BOGOTÁ,0.0,1.8409090909090908,3.772727272727273,38.63636363636363,2.727272727272727,8.659090909090908,24.545454545454547,72.72727272727273,54.54545454545454,63.63636363636363,213.5
228,CENT EDUC PAULO FREIRE,1,1,SANTANDER,0.0,2.9166666666666665,4.0,100.0,5.75,8.25,49.166666666666664,91.66666666666666,75.0,66.66666666666666,262.5
229,CENT EDUC PROEDUCAR,1,1,BOGOTÁ,0.0,2.5,3.933333333333333,60.0,5.5,11.3,34.5,93.33333333333333,63.33333333333333,40.0,239.33333333333334
230,CENT EDUC PROGRESEMOS,1,1,VALLE,0.0,2.7777777777777777,3.6666666666666665,77.77777777777779,6.0,11.333333333333334,41.111111111111114,77.77777777777779,77.77777777777779,22.22222222222222,238.55555555555554
231,CENT EDUC RUR BABEGA,0,0,NORTE SANTANDER,0.0,1.5357142857142858,4.357142857142857,32.142857142857146,5.035714285714286,5.25,14.642857142857142,28.57142857142857,42.857142857142854,57.14285714285714,238.17857142857142
232,CENT EDUC RUR CAPITANLARGO,0,0,NORTE SANTANDER,0.0,1.625,4.25,12.5,6.375,4.875,16.875,0.0,12.5,62.5,226.5
233,CENT EDUC RUR LA CAPILLA,0,0,NORTE SANTANDER,0.0,1.5789473684210527,4.157894736842105,21.052631578947366,3.3157894736842106,3.3157894736842106,15.0,10.526315789473683,10.526315789473683,52.63157894736842,248.26315789473685
234,CENT EDUC RUR LA TRINIDAD,0,0,NORTE SANTANDER,0.0,2.0,5.909090909090909,18.181818181818183,3.8181818181818183,4.363636363636363,11.363636363636363,9.090909090909092,27.27272727272727,72.72727272727273,197.9090909090909
235,CENT EDUC RUR LOS GUAYABALES,0,0,NORTE SANTANDER,0.0,1.5263157894736843,5.315789473684211,26.31578947368421,3.6315789473684212,4.894736842105263,30.0,26.31578947368421,31.57894736842105,47.368421052631575,247.21052631578948
236,CENT EDUC RUR MARIA AUXILIADORA,0,0,NORTE SANTANDER,0.0,1.6666666666666667,5.333333333333333,0.0,3.0,4.5,16.666666666666668,0.0,50.0,50.0,229.0
237,CENT EDUC RUR ROMAN,0,0,NORTE SANTANDER,0.0,2.5714285714285716,4.428571428571429,14.285714285714285,3.4285714285714284,4.285714285714286,12.142857142857142,0.0,42.857142857142854,71.42857142857143,185.57142857142858
238,CENT EDUC RUR SAN JAVIER,0,0,NORTE SANTANDER,0.0,1.4,4.2,20.0,1.8,3.0,31.0,20.0,20.0,100.0,198.2
239,CENT EDUC RUR SAN JOSE DE CALASANZ,0,0,NORTE SANTANDER,0.0,1.588235294117647,4.411764705882353,23.52941176470588,3.7058823529411766,4.9411764705882355,11.764705882352942,0.0,41.17647058823529,52.94117647058824,226.11764705882354
240,CENT EDUC RUR SAN JOSE DE CASTRO,0,0,NORTE SANTANDER,0.0,2.0476190476190474,4.619047619047619,4.761904761904762,2.7142857142857144,2.7142857142857144,16.904761904761905,0.0,28.57142857142857,80.95238095238095,233.76190476190476
241,CENT EDUC RUR SAN MIGUEL,0,0,NORTE SANTANDER,0.0,1.4166666666666667,4.833333333333333,8.333333333333332,2.75,2.5,17.083333333333332,8.333333333333332,50.0,83.33333333333334,245.66666666666666
242,CENT EDUC SAGRADA FAMILIA DE NAZARETH,1,1,BOGOTÁ,0.0,3.3181818181818183,3.5681818181818183,94.31818181818183,5.045454545454546,11.318181818181818,52.10227272727273,98.86363636363636,97.72727272727273,9.090909090909092,304.15909090909093
243,CENT EDUC SCALAS,1,1,BOGOTÁ,0.0,3.03125,4.1875,96.875,7.40625,11.625,61.25,96.875,93.75,3.125,317.15625
244,CENT EDUC SEBASTIAN DE BELALCAZAR,1,1,VALLE,6.666666666666667,2.8666666666666667,3.4,86.66666666666667,8.8,11.2,38.333333333333336,93.33333333333333,86.66666666666667,26.666666666666668,293.06666666666666
245,CENT EDUC WILFREDO LEHNER,1,1,BOGOTÁ,0.0,2.0526315789473686,4.2631578947368425,89.47368421052632,4.894736842105263,11.052631578947368,37.36842105263158,100.0,84.21052631578947,36.84210526315789,245.68421052631578
246,CENT EDUCAL CONQUISTADORES,1,1,ANTIOQUIA,0.0,4.555555555555555,3.4444444444444446,100.0,5.333333333333333,12.666666666666666,59.72222222222222,100.0,100.0,27.77777777777778,261.3333333333333
247,CENT EDUCAL DON BOSCO,1,1,ANTIOQUIA,0.0,3.0,3.8333333333333335,95.83333333333334,5.75,14.0,32.291666666666664,100.0,83.33333333333334,16.666666666666664,280.5
248,CENT EDUCATIVO DEL NORTE LA MERCED,1,1,CAUCA,0.0,3.0,4.0,75.0,5.25,14.625,21.875,87.5,87.5,0.0,276.25
249,CENT EDUCATIVO EMPRESARIAL COMFACAUCA,1,1,CAUCA,9.25925925925926,2.4444444444444446,4.444444444444445,79.62962962962963,5.0,9.555555555555555,30.0,81.48148148148148,50.0,42.592592592592595,229.59259259259258
250,CENT EDUCATIVO INTEGRAL COLOMBIANO,1,1,SANTANDER,0.0,3.0,4.157894736842105,84.21052631578947,3.1578947368421053,12.157894736842104,29.210526315789473,100.0,73.68421052631578,57.89473684210527,225.78947368421052
251,CENT ESTUDIOS PSICOPEDAG,1,1,BOGOTÁ,50.0,3.0,4.0,100.0,7.5,18.0,100.0,100.0,100.0,0.0,324.0
252,CENT JOHANN KEPLER,1,1,BOGOTÁ,1.2658227848101267,2.2974683544303796,3.7911392405063293,58.54430379746836,3.4651898734177213,9.35126582278481,27.81645569620253,78.48101265822784,68.35443037974683,59.81012658227848,221.01582278481013
253,CENT MARIA AUXILIADORA,1,1,BOGOTÁ,0.0,3.4193548387096775,3.6451612903225805,93.54838709677419,4.741935483870968,11.903225806451612,54.516129032258064,100.0,100.0,12.903225806451612,296.80645161290323
254,CENT MIX ANA MARIA ARRIETA,1,0,CORDOBA,100.0,1.9285714285714286,4.285714285714286,100.0,5.357142857142857,11.142857142857142,33.57142857142857,71.42857142857143,57.14285714285714,28.57142857142857,270.07142857142856
255,CENT PANAMERICANO DE CAPACITACION SEDE ESTRADA,1,1,BOGOTÁ,0.0,2.622950819672131,4.409836065573771,81.9672131147541,4.672131147540983,11.114754098360656,32.131147540983605,93.44262295081968,73.77049180327869,54.09836065573771,242.13114754098362
