,COLE_NOMBRE_ESTABLECIMIENTO,COLE_NATURALEZA,COLE_AREA_UBICACION,COLE_DEPTO_UBICACION,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,FAMI_NUMLIBROS,conectividad,alimentacion,ESTU_HORASSEMANATRABAJA,PUNT_GLOBAL
0,ACAD AMERICANA DE SISTEMAS Y COMERCIO,1,1,BOGOTÁ,0.0,1.8,3.2,0.2,0.3,3.6,5.4,30.5,0.7,0.5,0.9,208.3
1,ACAD CENTRAL DE SISTEMAS ACSI,1,1,BOGOTÁ,0.0,2.8,3.2,0.6,0.5,5.1,9.9,47.0,1.0,0.9,0.6,231.1
2,ACAD PANTANO DE VARGAS,1,1,CUNDINAMARCA,0.0,3.2580645161290325,3.838709677419355,0.5161290322580645,0.8709677419354839,4.451612903225806,10.935483870967742,45.32258064516129,0.967741935483871,0.9354838709677419,0.22580645161290322,267.16129032258067
3,ACADEMIA ACADEMIA SAM,1,1,VALLE,0.0,2.375,4.5,0.375,0.625,2.625,9.375,35.0,1.0,0.625,0.375,234.125
4,ACADEMIA CIAL DE LOS ANDES,1,1,NORTE SANTANDER,0.0,2.2465753424657535,4.123287671232877,0.7671232876712328,0.8082191780821918,5.301369863013699,12.493150684931507,30.89041095890411,0.9315068493150684,0.7534246575342466,0.2602739726027397,254.83561643835617
5,ACADEMIA COLOMBIANA DE ENSEÑANZA,1,1,VALLE,0.0,2.0526315789473686,3.912280701754386,0.3508771929824561,0.43859649122807015,3.8421052631578947,9.157894736842104,22.54385964912281,0.7894736842105263,0.5263157894736842,0.5087719298245614,217.6140350877193
6,ACADEMIA CORPETROL,1,1,HUILA,0.0,2.0,3.4,0.2,0.3,2.1,4.8,25.0,0.5,0.4,0.8,218.2
7,ACADEMIA DE CIENCIAS DE COLOMBIA AKADEMOS,1,1,VALLE,0.0,3.4,4.466666666666667,0.7333333333333333,0.8,3.8,14.0,43.666666666666664,0.9333333333333333,1.0,0.4,239.0
8,ACADEMIA E INSTITUTO CAMPAÑA LIBERTADORA,1,1,META,0.0,2.5,5.666666666666667,0.5,0.5,6.5,13.0,50.0,1.0,1.0,0.16666666666666666,272.0
9,ACADEMIA GENERAL CARLOS JULIO GIL COLORADO,1,1,VALLE,0.0,2.4444444444444446,4.0,0.5555555555555556,0.7222222222222222,3.8333333333333335,8.0,26.666666666666668,0.7222222222222222,0.6111111111111112,0.3333333333333333,266.72222222222223
10,ACADEMIA GUSTAVO ROJAS PINILLAS,1,1,CORDOBA,0.045454545454545456,2.3181818181818183,3.5454545454545454,0.8181818181818182,0.8636363636363636,4.909090909090909,13.636363636363637,29.318181818181817,0.9545454545454546,0.6363636363636364,0.22727272727272727,257.72727272727275
11,ACADEMIA INTERNACIONAL DE ESTUDIOS TECNICOS AIES,1,1,MAGDALENA,0.0,3.0,3.0,0.0,0.0,18.0,18.0,10.0,1.0,1.0,1.0,230.0
12,ACADEMIA MILITAR GENERAL CUSTODIO GARCIA ROVIRA,1,1,CALDAS,0.0,3.2666666666666666,3.533333333333333,0.8666666666666667,0.8666666666666667,5.4,13.0,44.0,0.9333333333333333,1.0,0.2,276.0
13,ACADEMIA MILITAR GENERAL JOSE ANTONIO ANZOATEGUI,1,1,HUILA,0.0,2.638888888888889,3.5,0.8333333333333334,0.8888888888888888,4.0,8.166666666666666,33.47222222222222,1.0,0.75,0.2777777777777778,254.0
14,ACADEMIA MILITAR GRAL TOMAS CIPRIANO DE MOSQUERA,1,1,CAUCA,0.07142857142857142,2.357142857142857,4.0,0.7857142857142857,0.9285714285714286,8.571428571428571,10.285714285714286,48.92857142857143,1.0,0.7857142857142857,0.0,301.42857142857144
15,ACADEMIA MILITAR GUSTAVO MATAMOROS D COSTA,1,1,CAUCA,0.0,2.3157894736842106,3.526315789473684,0.7368421052631579,0.7894736842105263,3.6315789473684212,10.105263157894736,22.894736842105264,0.9473684210526315,0.7368421052631579,0.10526315789473684,260.5263157894737
16,ACADEMIA MILITAR JOSE ANTONIO PAEZ,1,1,CASANARE,0.0,2.625,3.0,0.625,0.875,3.0,8.625,35.0,0.875,0.75,0.125,292.25
17,ACADEMIA MILITAR JOSE ANTONIO PAEZ,1,1,META,0.0,2.5555555555555554,3.4444444444444446,0.5555555555555556,0.6666666666666666,6.0,13.666666666666666,51.111111111111114,1.0,0.7777777777777778,0.6666666666666666,259.55555555555554
18,ACADEMIA MILITAR MARISCAL SUCRE,1,0,BOGOTÁ,0.0,3.02,3.72,0.74,0.86,3.48,11.28,44.8,0.98,0.82,0.3,274.0
19,ACADEMIA POLITECNICA INTERACTIVA,1,1,ANTIOQUIA,0.0,2.5384615384615383,3.3076923076923075,0.5769230769230769,0.6153846153846154,2.8846153846153846,9.23076923076923,23.846153846153847,0.8076923076923077,0.6153846153846154,0.34615384615384615,213.69230769230768
20,ACADEMICO,0,1,VALLE,0.0,2.2416107382550337,3.3624161073825505,0.38926174496644295,0.4563758389261745,4.590604026845638,10.53020134228188,21.97986577181208,0.785234899328859,0.5973154362416108,0.3422818791946309,234.2751677852349
21,ADVENTISTA DE QUIBDO BOLIVAR ESCANDON,1,1,CHOCO,0.8666666666666667,2.2,4.466666666666667,0.6666666666666666,0.7333333333333333,6.2,8.8,43.333333333333336,0.6,0.5333333333333333,0.13333333333333333,245.46666666666667
22,AGRICOLA DE TOMARRAZON,0,0,LA GUAJIRA,0.9655172413793104,2.1379310344827585,5.620689655172414,0.5862068965517241,0.5517241379310345,5.068965517241379,6.517241379310345,26.03448275862069,0.3793103448275862,0.41379310344827586,0.4827586206896552,197.17241379310346
23,AGROECOLOGICO AMAZONICO BUINAIMA,0,1,CAQUETA,0.0,1.25,4.35,0.15,0.175,4.575,6.0,15.0,0.15,0.225,0.5,234.075
24,AGUSTIN CODAZZI,0,1,HUILA,0.0,1.5918367346938775,4.1020408163265305,0.3469387755102041,0.46938775510204084,4.224489795918367,7.591836734693878,25.306122448979593,0.7142857142857143,0.5918367346938775,0.5918367346938775,257.6326530612245
25,AIPECITO,0,0,HUILA,0.0,1.9565217391304348,4.478260869565218,0.13043478260869565,0.13043478260869565,3.5217391304347827,4.304347826086956,23.695652173913043,0.43478260869565216,0.30434782608695654,0.5652173913043478,212.56521739130434
26,ALEJANDRO DE HUMBOLDT,0,1,CAUCA,0.12857142857142856,1.7571428571428571,4.171428571428572,0.37142857142857144,0.42857142857142855,5.828571428571428,7.285714285714286,29.0,0.6428571428571429,0.44285714285714284,0.4714285714285714,265.1
27,ALFEREZ REAL,0,1,CAUCA,0.0,1.5,4.666666666666667,0.16666666666666666,0.16666666666666666,6.0,4.5,10.0,0.3333333333333333,0.5,0.5,232.33333333333334
28,ALFREDO VASQUEZ COBO,0,0,VALLE,1.0,1.0,7.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,266.0
29,ALMIRANTE PADILLA,0,1,LA GUAJIRA,0.29365079365079366,1.8095238095238095,4.761904761904762,0.5396825396825397,0.5555555555555556,5.571428571428571,8.071428571428571,20.753968253968253,0.6111111111111112,0.42857142857142855,0.35714285714285715,230.71428571428572
30,ALTO YUMA,1,1,HUILA,0.0,1.2857142857142858,3.857142857142857,0.21428571428571427,0.35714285714285715,5.357142857142857,6.214285714285714,15.357142857142858,0.5,0.6428571428571429,0.7142857142857143,231.71428571428572
31,AMAZONICO MARCO AURELIO CHARRY,1,1,CAQUETA,0.0,1.5,3.0,0.0,0.5,3.0,7.5,27.5,0.5,0.25,0.5,206.0
32,AMERICAN SCHOOL SAINT FRANCES,1,1,BOYACA,0.0,4.083333333333333,3.1666666666666665,0.9166666666666666,1.0,5.0,11.25,66.66666666666667,1.0,0.9166666666666666,0.0,335.5833333333333
33,ANTONIO GARCIA PAREDES,0,1,CAUCA,0.0392156862745098,1.3725490196078431,4.215686274509804,0.2549019607843137,0.3333333333333333,6.529411764705882,5.9411764705882355,22.84313725490196,0.49019607843137253,0.43137254901960786,0.35294117647058826,256.29411764705884
34,ANTONIO HOLGUIN GARCES,0,1,VALLE,0.0,1.9891304347826086,3.739130434782609,0.43478260869565216,0.4673913043478261,4.793478260869565,10.33695652173913,24.402173913043477,0.7717391304347826,0.5108695652173914,0.5217391304347826,231.1304347826087
35,ANTONIO JOSE DE SUCRE,0,0,VALLE,1.0,2.142857142857143,4.142857142857143,0.42857142857142855,0.0,5.142857142857143,7.285714285714286,30.0,0.5714285714285714,0.5714285714285714,0.14285714285714285,190.0
36,ANTONIO NARINO,0,1,QUINDIO,0.0,1.75,4.2,0.35,0.5,3.675,10.575,23.5,0.7,0.625,0.3,221.125
37,ANTONIO NARI¿O,0,1,QUINDIO,0.0,1.8048780487804879,3.5853658536585367,0.4634146341463415,0.4878048780487805,4.609756097560975,9.146341463414634,18.658536585365855,0.7073170731707317,0.5609756097560976,0.24390243902439024,250.21951219512195
38,ANTONIO NARIÑO,0,1,VALLE,1.0,1.2592592592592593,5.074074074074074,0.37037037037037035,0.5185185185185185,5.555555555555555,9.11111111111111,18.51851851851852,0.5555555555555556,0.2222222222222222,0.25925925925925924,216.59259259259258
39,ANTONIO RICAURTE,0,1,CAQUETA,0.0,1.7204301075268817,3.967741935483871,0.25806451612903225,0.3870967741935484,4.161290322580645,8.161290322580646,24.301075268817204,0.5913978494623656,0.43010752688172044,0.3870967741935484,222.8494623655914
40,ASPAEN GIMNASIO LA FRAGUA,1,1,HUILA,0.0,4.36,3.16,1.0,1.0,5.88,11.64,53.0,1.0,0.92,0.04,350.24
41,ASPAEN GIMNASIO SAUCARA,1,0,SANTANDER,0.0,5.0,2.6666666666666665,1.0,1.0,5.75,11.75,55.833333333333336,1.0,1.0,0.0,363.5
42,ASPAEN GIMNASIO YUMANA,1,1,HUILA,0.0,4.0588235294117645,3.3529411764705883,1.0,1.0,8.117647058823529,11.294117647058824,57.94117647058823,1.0,0.9411764705882353,0.058823529411764705,358.2352941176471
43,ATANASIO GIRARDOT,0,0,VALLE,0.9142857142857143,1.457142857142857,4.771428571428571,0.4,0.42857142857142855,5.914285714285715,8.742857142857142,28.857142857142858,0.34285714285714286,0.2857142857142857,0.2571428571428571,224.65714285714284
44,ATANASIO GIRARDOT,0,1,HUILA,0.005494505494505495,1.7307692307692308,3.802197802197802,0.521978021978022,0.6373626373626373,4.714285714285714,10.038461538461538,30.98901098901099,0.8241758241758241,0.6868131868131868,0.41208791208791207,259.2967032967033
45,ATENEO AUTONOMO DE COLOMBIA,1,1,HUILA,0.0,1.3888888888888888,3.888888888888889,0.16666666666666666,0.1111111111111111,3.5,8.166666666666666,20.555555555555557,0.3888888888888889,0.6111111111111112,0.6666666666666666,201.55555555555554
46,ATENEO AUTONOMO DE FLORENCIA,1,1,CAQUETA,0.0,1.8333333333333333,3.5555555555555554,0.3888888888888889,0.4444444444444444,5.416666666666667,9.416666666666666,25.833333333333332,0.75,0.6111111111111112,0.75,221.69444444444446
47,ATENEO INTEGRAL ANA B. DE FLOREZ,1,1,BOGOTÁ,0.0,2.7288135593220337,3.8813559322033897,0.9322033898305084,0.9322033898305084,5.186440677966102,11.59322033898305,39.067796610169495,1.0,0.8305084745762712,0.0847457627118644,280.7457627118644
48,ATENEO JUAN EUDES,1,1,BOGOTÁ,0.012195121951219513,3.1463414634146343,3.097560975609756,0.8414634146341463,0.9146341463414634,5.451219512195122,11.597560975609756,46.890243902439025,1.0,0.926829268292683,0.2926829268292683,271.6585365853659
49,ATENEO MODERNO,1,1,MAGDALENA,0.0,3.4285714285714284,3.816326530612245,0.8775510204081632,0.9591836734693877,4.8979591836734695,13.83673469387755,37.04081632653061,0.9795918367346939,0.8775510204081632,0.2653061224489796,293.734693877551
50,ATENEO TECNICO COMERCIAL,1,1,ATLANTICO,0.0,2.857142857142857,4.142857142857143,0.5714285714285714,0.8571428571428571,6.857142857142857,12.857142857142858,20.0,1.0,0.5714285714285714,0.14285714285714285,325.14285714285717
51,ATLANTIS SYSTEM,1,1,NORTE SANTANDER,0.0,2.05,3.8,0.35,0.45,4.8,9.075,23.75,0.675,0.5,0.5,225.1
52,AVENIDA EL CARANO,0,0,CAQUETA,0.0,1.6363636363636365,3.909090909090909,0.36363636363636365,0.6363636363636364,6.2727272727272725,5.454545454545454,33.18181818181818,0.2727272727272727,0.45454545454545453,0.6363636363636364,250.9090909090909
53,BACHILLERATO ACADEMICO PARA ADULTOS ALHERSAN,1,1,CAUCA,0.0,1.5,3.888888888888889,0.2777777777777778,0.3888888888888889,3.5,7.333333333333333,25.27777777777778,0.2777777777777778,0.5555555555555556,0.7222222222222222,215.27777777777777
54,BACHILLERATO DE ADULTOS COLSUBSIDIO,1,1,BOGOTÁ,0.0,2.8823529411764706,3.5588235294117645,0.7647058823529411,0.7941176470588235,4.367647058823529,10.676470588235293,42.64705882352941,0.9705882352941176,0.7647058823529411,0.6617647058823529,233.9264705882353
55,BACHILLERATO DIVERSIFICADO A DISTANCIA PARA ADULTOS DE LA UNAD,1,1,NORTE SANTANDER,0.0,1.5555555555555556,3.6666666666666665,0.2222222222222222,0.3333333333333333,4.666666666666667,10.0,33.888888888888886,0.4444444444444444,0.7777777777777778,0.6666666666666666,233.55555555555554
56,BACHILLERATO DIVERSIFICADO INCA Y BASICA PRIMARIA INCA LTDA,1,1,ATLANTICO,0.019230769230769232,3.1346153846153846,4.0,0.8269230769230769,0.9423076923076923,5.076923076923077,13.73076923076923,40.28846153846154,1.0,0.8653846153846154,0.1346153846153846,282.53846153846155
57,BACHILLERATO FORMAL DE ADULTOS DEL CAUCA - BEFAC,1,1,CAUCA,0.0,1.0,3.0,0.0,0.0,3.0,1.5,10.0,0.0,0.5,0.5,203.5
58,BACHILLERATO INTEGRAL DEL QUINDIO,1,1,QUINDIO,0.0,3.375,2.75,0.78125,0.8125,4.03125,11.53125,24.21875,0.96875,0.75,0.28125,235.59375
59,BACHILLERATO PARA ADULTOS EMPRENDER,1,1,BOGOTÁ,0.0,2.3333333333333335,7.0,0.3333333333333333,0.6666666666666666,1.0,16.0,45.0,1.0,0.6666666666666666,0.6666666666666666,217.66666666666666
60,BACHILLERATO PARA ADULTOS MARIA AUXILIADORA,1,1,CAUCA,0.6666666666666666,1.3333333333333333,4.0,0.6666666666666666,0.3333333333333333,2.5,10.0,34.166666666666664,0.5,0.5,0.5,184.16666666666666
61,BACHILLERATO SEMIESCOLARIZADO CHIQUINQUIRA,1,1,ATLANTICO,0.0,2.4347826086956523,4.565217391304348,0.782608695652174,0.8260869565217391,4.956521739130435,11.608695652173912,29.782608695652176,0.8260869565217391,0.6521739130434783,0.2608695652173913,220.30434782608697
62,BACHILLERATO SEMIPRESENCIAL CANTACLARO,1,1,CORDOBA,0.0,1.8285714285714285,4.4714285714285715,0.3357142857142857,0.38571428571428573,3.8142857142857145,9.57857142857143,20.75,0.5428571428571428,0.42142857142857143,0.4357142857142857,203.27142857142857
63,BACHILLERATO TEC AUTODIRIGIDO,1,1,ATLANTICO,0.0,3.2666666666666666,3.533333333333333,0.7333333333333333,0.7333333333333333,2.4,10.2,32.333333333333336,1.0,0.7333333333333333,0.3333333333333333,227.73333333333332
64,BACHILLERATO TECNICO COMERCIAL SANTA ANA,1,1,CUNDINAMARCA,0.0,2.1639344262295084,3.6885245901639343,0.7540983606557377,0.7049180327868853,6.049180327868853,10.62295081967213,35.73770491803279,0.9344262295081968,0.8360655737704918,0.19672131147540983,259.11475409836066
65,BARRIOS UNIDOS DEL SUR,0,1,CAQUETA,0.0,1.441860465116279,3.604651162790698,0.27906976744186046,0.3488372093023256,5.8604651162790695,5.5813953488372094,27.093023255813954,0.5581395348837209,0.4186046511627907,0.5813953488372093,257.69767441860466
66,BAUDILIO MONTOYA,0,0,QUINDIO,0.0,2.074074074074074,3.2962962962962963,0.48148148148148145,0.5925925925925926,6.0,8.444444444444445,36.2962962962963,0.9629629629629629,0.8148148148148148,0.3333333333333333,266.55555555555554
67,BELLO HORIZONTE,0,1,CAQUETA,0.0,1.3414634146341464,4.463414634146342,0.4146341463414634,0.5121951219512195,4.2439024390243905,7.2439024390243905,21.585365853658537,0.7804878048780488,0.4634146341463415,0.24390243902439024,239.29268292682926
68,BETH SHALOM GIMNASIO CAMPESTRE,1,1,SANTANDER,0.0,4.4,3.8,1.0,1.0,6.3,10.8,65.0,1.0,1.0,0.1,326.3
69,BILINGÜE INTERNACIONAL GIMNASIO CAMPESTRE REINO BRITÁNICO,1,1,CUNDINAMARCA,0.0,3.4761904761904763,3.238095238095238,0.8571428571428571,0.9761904761904762,6.0,12.857142857142858,53.92857142857143,1.0,0.9047619047619048,0.14285714285714285,323.0952380952381
70,BOQUIA,0,0,QUINDIO,0.0,1.8823529411764706,4.0588235294117645,0.17647058823529413,0.23529411764705882,5.117647058823529,7.411764705882353,22.058823529411764,0.7058823529411765,0.7058823529411765,0.5294117647058824,257.70588235294116
71,BOSQUES DE PINARES,0,1,QUINDIO,0.0,1.8148148148148149,3.925925925925926,0.4444444444444444,0.35185185185185186,4.944444444444445,9.166666666666666,23.796296296296298,0.7037037037037037,0.6111111111111112,0.14814814814814814,241.5185185185185
72,BTO ACAD CICLICO DEL CAUCA,1,1,CAUCA,0.0,2.4545454545454546,3.8181818181818183,0.5,0.5454545454545454,4.363636363636363,10.5,32.72727272727273,0.8181818181818182,0.7272727272727273,0.6363636363636364,232.3181818181818
73,BTO DE ADULTOS UNAD,1,1,BOGOTÁ,0.0,2.779874213836478,3.6037735849056602,0.5974842767295597,0.6666666666666666,5.037735849056604,10.264150943396226,39.18238993710692,0.9245283018867925,0.8238993710691824,0.5283018867924528,251.1006289308176
74,BTO FORMAL DE ADULTOS DEL CAUCA,1,1,CAUCA,0.0,2.0,4.363636363636363,0.29545454545454547,0.3409090909090909,3.5454545454545454,7.159090909090909,20.113636363636363,0.6590909090909091,0.45454545454545453,0.7954545454545454,200.75
75,BTO MIX MANEL SATURIO VALENCIA,1,1,CHOCO,0.0,2.0,5.0,0.4,0.4,5.4,6.6,16.0,0.4,0.2,0.2,187.4
76,BTO MODERNO DE ADULTOS EXTERNADO DEL SUR,1,1,NARIÑO,0.0,1.65,3.1,0.55,0.6,4.5,9.3,38.5,0.7,0.3,0.65,217.2
77,C E R CARIBIA,0,0,ANTIOQUIA,0.0,1.5217391304347827,5.086956521739131,0.08695652173913043,0.2608695652173913,4.826086956521739,4.043478260869565,19.565217391304348,0.2608695652173913,0.391304347826087,0.6956521739130435,208.30434782608697
78,C. E. DE ADULTOS CARL FRIEDICH GAUSS,1,1,ATLANTICO,0.0,2.0816326530612246,4.26530612244898,0.4489795918367347,0.4897959183673469,3.857142857142857,7.591836734693878,25.255102040816325,0.4489795918367347,0.5204081632653061,0.5,195.0612244897959
79,C. E. FORMAL DISCENTER S,1,1,VALLE,0.0,2.1607142857142856,3.142857142857143,0.7142857142857143,0.7321428571428571,4.446428571428571,10.767857142857142,31.071428571428573,0.875,0.6964285714285714,0.35714285714285715,234.375
80,C. E. R. BADILLO,0,0,ANTIOQUIA,0.0,2.45,4.3,0.1,0.15,4.5,5.4,18.25,0.05,0.3,0.75,177.9
81,C. E. R. EL PESCADO,0,0,ANTIOQUIA,0.0,1.8333333333333333,4.666666666666667,0.16666666666666666,0.5,4.0,6.0,20.0,0.0,0.5,0.6666666666666666,232.16666666666666
82,C. E. R. LA COMIA,0,0,ANTIOQUIA,0.0,1.6627906976744187,4.0,0.09302325581395349,0.12790697674418605,4.22093023255814,6.6976744186046515,22.61627906976744,0.1744186046511628,0.5465116279069767,0.5581395348837209,196.58139534883722
83,C. E. R. PAJARITO ARRIBA,0,0,ANTIOQUIA,0.0,1.5673076923076923,4.403846153846154,0.04807692307692308,0.14423076923076922,3.6923076923076925,5.163461538461538,23.028846153846153,0.18269230769230768,0.46153846153846156,0.7403846153846154,206.02884615384616
84,C. E. R. SAN JUAN DE AQUITANIA,0,0,ANTIOQUIA,0.0,1.3333333333333333,4.333333333333333,0.0,0.0,4.0,8.0,20.0,0.0,0.3333333333333333,0.3333333333333333,195.0
85,C.C.E.B. # 187 CIVICO 7 DE ABRIL,0,1,ATLANTICO,0.0,1.967741935483871,5.32258064516129,0.3870967741935484,0.7419354838709677,6.290322580645161,8.129032258064516,29.032258064516128,0.6129032258064516,0.5161290322580645,0.3870967741935484,233.80645161290323
86,C.E.  NEOSISTEMAS,1,1,ANTIOQUIA,0.0,2.142857142857143,3.142857142857143,1.0,0.9285714285714286,5.357142857142857,11.785714285714286,60.357142857142854,0.9285714285714286,0.8571428571428571,0.14285714285714285,348.14285714285717
87,C.E. ALTO SICARARE,0,0,CESAR,0.0,2.25,5.0,0.25,0.0,3.0,4.5,13.75,0.5,0.75,0.0,203.25
88,C.E. BELLA VISTA,0,0,CESAR,0.0,1.6666666666666667,4.333333333333333,0.0,0.0,4.5,2.5,27.5,0.16666666666666666,0.0,0.8333333333333334,178.83333333333334
89,C.E. BOCAS DEL ATRATO,0,0,ANTIOQUIA,1.0,1.8333333333333333,6.0,0.5,0.3333333333333333,8.0,3.5,22.5,0.5,0.16666666666666666,0.6666666666666666,177.16666666666666
90,C.E. CAYETANO MORA,0,0,CESAR,0.0,1.6,5.8,0.2,0.2,2.4,4.2,37.0,0.0,0.8,0.6,188.0
91,C.E. CERRO BLANCO,0,0,MAGDALENA,0.0,1.5,5.6,0.3,0.6,4.5,8.4,16.0,0.1,0.2,0.0,194.3
92,C.E. COSTA CARIBE,1,1,SUCRE,0.44680851063829785,1.5106382978723405,4.23404255319149,0.2765957446808511,0.3404255319148936,5.361702127659575,7.595744680851064,25.0,0.23404255319148937,0.44680851063829785,0.5319148936170213,196.36170212765958
93,C.E. CUATRO BOCAS,0,0,CESAR,0.0,2.25,5.0,0.0,0.0,4.5,9.75,13.75,1.0,0.75,0.25,226.75
94,C.E. DE CÓMPUTO EMPRESARIAL PARA EL TRABAJO - CINDECÓPUTO,1,1,ANTIOQUIA,0.0,2.05,3.8,0.31666666666666665,0.38333333333333336,3.4,10.3,20.333333333333332,0.7,0.6,0.6166666666666667,205.06666666666666
95,C.E. DIOS ES AMOR,1,1,CUNDINAMARCA,0.0,1.5151515151515151,3.5454545454545454,0.2727272727272727,0.3939393939393939,4.545454545454546,7.636363636363637,32.42424242424242,0.696969696969697,0.7272727272727273,0.3939393939393939,238.3030303030303
96,C.E. EL BOSQUE,1,1,SANTANDER,0.0,1.0,3.0,0.0,0.0,3.0,0.0,25.0,0.0,0.0,1.0,161.0
97,C.E. EL CAIRO,0,0,CESAR,0.0,1.8571428571428572,5.0,0.14285714285714285,0.0,3.0,11.142857142857142,10.0,0.2857142857142857,0.7142857142857143,0.8571428571428571,203.0
98,C.E. EL CONGO,0,0,CAUCA,1.0,2.1666666666666665,4.0,0.0,0.0,5.5,2.5,25.0,0.3333333333333333,0.5,0.5,184.5
99,C.E. ESTADOS UNIDOS,0,0,CESAR,0.0,3.0,5.0,0.3333333333333333,0.3333333333333333,2.0,2.0,10.0,0.3333333333333333,0.6666666666666666,0.0,227.66666666666666
100,C.E. EZEQUIEL MONTERO,0,0,CESAR,0.0,1.3333333333333333,5.0,0.0,0.16666666666666666,6.5,6.0,39.166666666666664,0.3333333333333333,0.3333333333333333,0.3333333333333333,212.66666666666666
101,C.E. FORMAL PARA ADULTOS LOS SAUCES,1,1,BOGOTÁ,0.0,2.125,4.0,0.375,0.5,2.25,8.25,30.625,0.875,0.625,0.875,243.375
102,C.E. JÓVENES CON FUTURO,1,1,CUNDINAMARCA,0.0,2.3333333333333335,3.2222222222222223,0.5555555555555556,0.5555555555555556,4.333333333333333,11.666666666666666,28.333333333333332,0.7777777777777778,0.5555555555555556,0.6666666666666666,217.55555555555554
103,C.E. LA ARBOLEDA,1,0,VALLE,0.0,2.6,3.1333333333333333,0.8666666666666667,0.8,5.6,11.2,37.0,0.9333333333333333,0.8,0.2,277.6
104,C.E. LA GALLETA,0,0,ANTIOQUIA,0.0,1.6,5.0,0.2,0.2,3.0,9.0,10.0,0.2,0.2,0.4,202.2
105,C.E. LA PITA,0,0,ANTIOQUIA,0.0,1.5,7.0,0.0,0.0,1.5,6.0,10.0,0.0,0.0,1.0,200.5
106,C.E. LICEO DEL CARIBE,1,1,SAN ANDRES,0.9230769230769231,3.5384615384615383,3.3076923076923075,0.8461538461538461,1.0,5.538461538461538,13.846153846153847,53.46153846153846,1.0,0.8461538461538461,0.46153846153846156,302.3076923076923
107,C.E. LUIS CARLOS GALAN,1,1,SUCRE,0.021739130434782608,2.1739130434782608,4.304347826086956,0.5434782608695652,0.6956521739130435,4.369565217391305,9.195652173913043,24.02173913043478,0.717391304347826,0.5217391304347826,0.43478260869565216,208.69565217391303
108,C.E. MARIA AUXILIADORA VILLA MONACO,1,1,ATLANTICO,0.0,1.95,4.1,0.65,0.5,7.5,11.55,24.0,0.9,0.7,0.15,242.3
109,C.E. MENFIS,1,1,CALDAS,0.1,3.1,3.2,0.7,0.9,4.5,11.7,25.5,0.8,0.7,0.2,270.2
110,C.E. MIXTO DE GALAPA,1,1,ATLANTICO,0.0,2.210526315789474,3.8421052631578947,0.8947368421052632,0.7894736842105263,6.157894736842105,11.68421052631579,33.421052631578945,0.8947368421052632,0.6842105263157895,0.0,273.5263157894737
111,C.E. NACIONAL DE ADULTO - CENAD,1,0,CUNDINAMARCA,0.0,1.5714285714285714,5.0,0.42857142857142855,0.42857142857142855,2.142857142857143,7.714285714285714,20.0,0.7142857142857143,0.5714285714285714,0.7142857142857143,220.14285714285714
112,C.E. PUYA DEL MEDIO (UNIT),0,0,ANTIOQUIA,0.0,1.3333333333333333,6.111111111111111,0.0,0.0,3.0,1.3333333333333333,18.333333333333332,0.1111111111111111,0.0,0.5555555555555556,180.44444444444446
113,C.E. QUERIDOS AMIGOS,1,1,BOLIVAR,0.0,2.0,4.0625,0.78125,0.90625,5.0625,9.28125,28.59375,0.75,0.65625,0.03125,229.71875
114,C.E. SAN ISIDRO,0,0,CESAR,0.0,1.25,6.5,0.25,0.5,3.0,8.25,21.25,0.5,0.75,0.75,198.75
115,C.E. SAN JACINTO,0,0,CESAR,0.0,2.3333333333333335,6.333333333333333,0.0,0.0,5.0,4.0,15.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,176.33333333333334
116,C.E. SAN PEDRO,0,0,CESAR,0.0,1.0,8.0,0.5,0.5,6.0,4.5,37.5,0.5,0.0,0.5,171.5
117,C.E. SANTA ISABEL,0,0,CESAR,0.0,1.0,4.0,0.125,0.75,4.125,3.375,16.875,0.25,0.25,0.5,191.875
118,C.E. SANTIAGO DE URABA (UNIT),0,0,ANTIOQUIA,0.0,2.2666666666666666,4.333333333333333,0.0,0.06666666666666667,5.6,2.8,29.0,0.06666666666666667,0.3333333333333333,0.6666666666666666,199.53333333333333
119,C.E. TUTACHE,0,0,CESAR,0.6666666666666666,3.0,5.666666666666667,0.0,0.0,2.0,6.0,23.333333333333332,0.6666666666666666,0.0,1.0,166.0
120,C.E.LAS TINAS,0,0,CORDOBA,0.0,1.3333333333333333,4.0,0.16666666666666666,0.3333333333333333,8.0,4.0,15.0,0.0,0.0,0.3333333333333333,263.5
121,C.E.R. LA ANGELITA,0,0,NORTE SANTANDER,0.0,1.375,4.5,0.25,0.125,4.875,4.5,15.0,0.0,0.5,0.125,226.875
122,C.E.R. LA BARRIALOSA,0,0,PUTUMAYO,0.0,2.0,3.0,0.3333333333333333,0.3333333333333333,8.0,11.0,15.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,229.66666666666666
123,C.E.R. LA CARRERA,0,0,NORTE SANTANDER,0.0,1.75,3.5,0.25,0.5,5.25,3.75,13.75,0.25,0.5,0.25,251.5
